ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO
49,LIK,XVII,P5d,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.38,1.03,Main,,,,,,,,,,,5.84,5.84,13.73,12.64,1.43,0.16,,N
492,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Hinge,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,20.9,,12.56,,3.21,1.01,,N
493,LIK,XV,O5c,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,8.96,,19.78,,1.6,0.58,,N
494,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,11.38,,8.87,,1.54,0.23,,N
495,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.1,4.63,Main,,,,,,,,,,,18.39,18.36,8.33,8.33,2.69,0.73,,N
496,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.39,,5.59,,1.1,0.05,,N
497,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,ResidualFacetWithBulb,No,5.16,1.98,Main,,,,,,,,,,,13.98,11.03,11.98,11.98,2.89,0.51,,N
498,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,13.31,3.01,,,,,,,,,,,,13.45,,16.64,,2.8,0.87,,N
499,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,3.5,0.66,Main,,,,,,,,,,,11.04,11.01,11.94,11.94,1.39,0.19,,N
500,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,6.52,2.08,Main,,,,,,,,,,,9.56,9.58,11.75,9.18,1.51,0.2,,N
501,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.62,1.34,Main,,,,,,,,,,,14.58,14.51,8.87,7.31,1.9,0.26,,N
5,LIK,XVII,P4,,,Opaline/CCS,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,2.36,1.55,Main,,,,,,,,,,,33.99,33.98,17.09,17.05,2.31,1.7,,N
50,LIK,XVII,P5d,,,Quartzite,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,4,3456,3.5,1,2.49,4.03,4.19,,,,,,,,,,,,,,Flake,,,,,,,,,,,,TRIANGULAR,,,,,Main,,,,,,,,,,,20.4,16.41,28.86,18.61,5.4,3.31,,Y
502,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,OVAL,,,,,,,,,,,,,,,,9.73,,19.98,,2.69,0.7,,N
503,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.77,,15.45,,2.58,0.64,,N
504,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,5.89,,22.4,,4.52,0.49,,N
505,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,16.57,6.17,Main,,,,,,,,,,,17.15,14.25,16.88,15.28,5.84,2.08,,N
506,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,8.52,,16.87,,1.95,0.32,,N
507,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,8.96,,12.97,,8.59,0.66,,N
508,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,5.82,1.57,Main,,,,,,,,,,,12.59,12.59,12.35,11.24,1.65,0.31,,N
509,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,ResidualFacetWithBulb,No,11.57,2.37,Main,,,,,,,,,,,19.9,19.91,18.66,18.66,8.38,3.52,,N
510,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.75,1.86,Main,,,,,,,,,,,12.8,12.8,5.47,5.47,2.18,0.25,,N
511,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.17,1.09,,,,,,,,,,,,14.85,,14.4,,2.69,0.54,,N
51,LIK,XVII,P5d,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,28.29,,9.93,,6.88,3,,N
512,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.27,4.81,Main,,,,,,,,,,,7.64,6.52,12.65,10.91,1.72,0.22,,N
513,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,9.82,,14.51,,1.8,0.29,,N
514,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.16,1.84,,,,,,,,,,,,12.56,,16.97,,2.1,0.56,,N
515,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.75,2.89,,,,,,,,,,,,20.8,,17.54,,2.6,1.29,,N
516,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.29,,10.89,,1.75,0.45,,N
517,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,3.97,1.6,Main,,,,,,,,,,,12.84,10.73,8.75,8.75,1.54,0.19,,N
518,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,6.64,2.72,,,,,,,,,,,,17.77,,22.85,,3.49,2,,N
519,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.29,,17.51,,1.55,0.43,,N
520,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,4.22,0.81,Main,,,,,,,,,,,10.92,9.12,10.85,9.62,0.95,0.07,,N
521,LIK,XIV,O5c,,,Hornfels,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,10.88,,13.73,,1.82,0.37,,N
52,LIK,XVII,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,1.8,1.22,Main,,,,,,,,,,,22.03,22.03,10.01,8.76,2.75,0.46,,N
522,LIK,XIV,O5c,,,Hornfels,40-60%,Cobble,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,KITE,,,,,,,,,,,,,,,,34.38,,15.97,,5.37,2.99,,N
523,LIK,XIV,O5c,,,Quartzite,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,6.97,,12.67,,1.83,0.19,,N
524,LIK,XIV,O5c,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.44,1.97,Main,,,,,,,,,,,33.57,33.57,16.22,14.4,3.4,2.5,,N
525,LIK,XIV,O5c,,,Quartzite,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,Yes,8.38,2.03,,,,,,,,,,,,21.92,,25.25,,2.36,0.75,,N
526,LIK,XIV,O5c,,,Quartzite,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,17.06,5.3,,,,,,,,,,,,24.81,,29.52,,5.22,5.28,,N
527,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,Indeterminate,No,7,1.88,Main,,,,,,,,,,,10.56,9.47,14.6,10.22,1.46,0.2,,N
528,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,2.7,0.76,Main,,,,,,,,,,,7.49,7.49,9.54,8.21,1.03,0.06,,N
529,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.64,1.61,Main,,,,,,,,,,,15.36,15.33,8.27,8.27,0.97,0.24,,N
530,LIK,XIV,O5c,,,Opaline/CCS,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,7.98,4.1,Main,,,,,,,,,,,11.85,10.45,9.87,9.92,2.18,0.37,,N
531,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,21.68,,7.64,,3.63,0.51,,N
53,LIK,XVII,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,5.96,4.18,Main,,,,,,,,,,,17.2,13.84,16.91,13.77,2.83,0.95,,N
532,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,3.28,1.41,Main,,,,,,,,,,,17.82,13.35,8.02,7.09,2.57,0.38,,N
533,LIK,XIV,O5c,,,Opaline/CCS,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.7,1.21,CoreMaintenance,,,,,,,,,,,13.58,13.46,15.78,15.1,3.07,0.9,,N
534,LIK,XIV,O5c,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,2.97,2.55,Main,,,,,,,,,,,28.63,28.24,15.91,13.38,2.71,1.35,,N
535,LIK,XIV,O5c,,,Tuff,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,SQUARE,,,,,,,,,,,,,,,,16.59,,16.07,,2.55,0.68,,N
536,LIK,XIV,O5c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.97,1.55,Main,,,,,,,,,,,17.87,17.86,9.65,8.38,1.97,0.37,,N
537,LIK,XIV,O5c,,,Tuff,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,9.94,,13.1,,0.98,0.15,,N
538,LIK,XIV,O5c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Hinge,,,,,,,,,,,,,OVAL,NotPrepared,No,7.32,1.58,Main,,,,,,,,,,,14.17,11.85,17.51,17.51,1.5,0.39,,N
539,LIK,XIV,O5c,,,Tuff,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,22.77,,18.32,,1.36,0.56,,N
540,LIK,XIV,O5c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,5.96,1.59,Main,,,,,,,,,,,9.81,9.27,16.4,15.24,2.31,0.37,,N
541,LIK,XIV,O5c,,,Tuff,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,8.69,,12.79,,1.12,0.23,,N
54,LIK,XVII,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.25,2.81,Main,,,,,,,,,,,25.34,25.34,14.92,14.91,7,2.99,,N
542,LIK,XIV,O5c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.08,0.66,Main,,,,,,,,,,,13.7,13.7,10.4,8.47,1.3,0.13,,N
543,LIK,XIV,O5c,,,Tuff,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,OVAL,,,,,,,,,,,,,,,,7.37,,14.71,,0.86,0.07,,N
544,LIK,XIV,O5c,,,Tuff,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.44,2.75,,,,,,,,,,,,11.49,,5.99,,1.58,0.06,,N
545,LIK,XIV,O5c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,Indeterminate,No,4.84,1.5,Main,,,,,,,,,,,6.87,6.88,14.29,11.28,2.24,0.2,,N
546,LIK,XIV,O5c,,,Siltstone,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,9.9,,15.17,,1.54,0.37,,N
547,LIK,XIV,O5c,,,Siltstone,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,KITE,NotPrepared,No,3.99,1.71,,,,,,,,,,,,10.51,,14.45,,1.84,0.3,,N
548,LIK,XIV,O5c,,,Siltstone,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.81,2.01,,,,,,,,,,,,20.95,,19.92,,3.8,1.62,,N
549,LIK,XIV,O5c,,,Siltstone,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,18.1,5,,,,,,,,,,,,23.99,,25.29,,4.44,3.77,,N
550,LIK,XIV,O5c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,10.93,2.48,Main,,,,,,,,,,,12.14,8.89,11.12,8.22,1.74,0.26,,N
551,LIK,XIV,O5c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.79,2.65,Main,,,,,,,,,,,15.79,15.79,11.86,11.86,2.77,0.54,,N
55,LIK,XVII,P5d,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,3.41,0.8,,,,,,,,,,,,11.58,,13.85,,0.83,0.11,,N
552,LIK,XIV,O5c,,,Quartzite,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,4,2,2,3,5,17.77,35.43,35.43,32.78,32.78,22.17,30.89,,N
553,LIK,XIV,O5c,,,Opaline/CCS,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,4,2345,1.56,1,0.95,0.91,1.89,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,20.99,20.99,17.06,17.06,2.32,1.17,,Y
554,LIK,XIV,O5c,,,Hornfels,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,8,12345678,6.98,1,6.02,4.21,4.32,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,95.96,88.99,55.65,44.71,14.63,92.77,,Y
555,LIK,XIV,O5c,,,Opaline/CCS,10-40%,Outcrop,Core,,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,2,2,2,3,3,12.69,22.75,,15.11,,9.58,3.79,,N
556,LIK,XIV,P5d,,,Opaline/CCS,10-40%,Outcrop,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.12,,7.42,,2.91,0.25,,N
557,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,8.49,2.26,Main,,,,,,,,,,,13.85,12.65,23.14,19.98,1.79,0.7,,N
558,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,11.71,,14.55,,3.32,0.8,,N
559,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.89,0.83,Main,,,,,,,,,,,11.2,9.99,8.5,6.21,1.27,0.08,,N
560,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RHOMBUS,,,,,,,,,,,,,,,,16.01,,17.57,,2.55,0.57,,N
561,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,ResidualFacetWithBulb,No,6.16,1.29,Main,,,,,,,,,,,13.74,13.69,11.17,11.17,2.92,0.51,,N
56,LIK,XVII,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.94,1.7,Main,,,,,,,,,,,13.18,11.75,9.75,9.75,1.51,0.25,,N
562,LIK,XIV,P5d,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,1,1,3,2,7,18.75,22.13,17.57,16.12,16.12,7.21,2.55,,N
563,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,28.68,5.78,Main,,,,,,,,,,,32.96,32.96,30.38,26.58,6.12,5.92,,N
564,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,26.07,3.14,Main,,,,,,,,,,,29.88,29.88,25.46,20.03,3.78,3.69,,N
565,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.69,1.3,Main,,,,,,,,,,,11.24,11.23,7.11,6.41,1.42,0.11,,N
566,LIK,XIV,P5d,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,OVAL,ResidualFacetWithBulb,No,12.85,3.74,Main,,,,,,,,,,,20.29,16.81,14.34,12.59,2.92,1,,N
567,LIK,XIV,P5d,,,Quartzite,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,10.28,4.12,,,,,,,,,,,,16.4,,14.95,,3.05,0.85,,N
568,LIK,XIV,P5d,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.37,7.65,Main,,,,,,,,,,,37.23,32.91,22.83,22.83,11.39,9.73,,N
569,LIK,XIV,P5d,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,OVAL,,,,,,,,,,,,,,,,8.99,,12.31,,1.18,0.18,,N
570,LIK,XIV,P5d,,,Hornfels,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,OVAL,ResidualFacetWithBulb,No,8.65,3.2,,,,,,,,,,,,13,,14.26,,2.92,0.69,,N
571,LIK,XIV,P5d,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,14.74,1.53,Main,,,,,,,,,,,19.25,19.25,19.58,16.82,2.8,1.37,,N
57,LIK,XVII,P5d,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,11.18,,7.4,,0.49,0.04,,N
572,LIK,XIV,P5d,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,7.96,1.09,Main,,,,,,,,,,,13.35,11,13.97,14.05,1.8,0.34,,N
573,LIK,XIV,P5d,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,4.21,1.56,Main,,,,,,,,,,,20.48,20.48,8.54,8.54,2.37,0.42,,N
574,LIK,XIV,P5d,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,20.88,,7.43,,3.14,0.63,,N
