ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO,
1080,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,5.43,1.3,Main,,,,,,,,,,,15.23,15.23,13.09,10.77,2.05,0.49,,N,
1081,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,15.29,8.29,Main,,,,,,,,,,,18.27,18.27,19.67,16.55,5.05,1.97,Ut,N,
1082,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,20.58,5.82,,,,,,,,,,,,8.83,,22.87,,5.01,1.53,,N,
108,LIK,XV,O4a-057,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,25.64,,15.39,,2.99,0.96,,N,
1083,LIK,XI,O4b-039,,,Opaline/CCS,10-40%,Outcrop,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.87,3.81,,,,,,,,,,,,17.56,,12.25,,5.44,1.26,,N,
1084,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,6.83,2.62,Main,,,,,,,,,,,19.88,19.88,15.86,15.43,2.76,0.83,,N,
1085,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,6.55,2.88,Main,,,,,,,,,,,16.39,10.06,16.82,9.67,5.29,0.72,Ret; Possible scraper,N,
1086,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.52,2.93,Main,,,,,,,,,,,15.23,14.14,14.03,12.21,3.04,1,,N,
1087,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.24,2.24,Main,,,,,,,,,,,17.66,17.66,13.39,11.58,5.53,1.25,Ret,N,
1088,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,8.98,3.61,Main,,,,,,,,,,,9.46,9.46,11.49,10.05,3.09,0.33,,N,
1089,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.38,1.25,,,,,,,,,,,,10.23,,9,,1.64,0.2,,N,
1090,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,9.58,,9.86,,1.43,0.18,,N,
1091,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,13.77,,11.86,,2.92,0.43,,N,
1092,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.33,,10.75,,0.79,0.16,,N,
109,LIK,XV,O4a-057,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,21.56,4.72,Main,,,,,,,,,,,10.26,10.26,22.84,22.84,3.68,1,,N,
1093,LIK,XI,O4b-039,,,Opaline/CCS,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,7.23,1.59,Main,,,,,,,,,,,12.99,12.99,7.23,5.47,1.67,0.25,,N,
1094,LIK,XI,O4b-039,,,Opaline/CCS,10-40%,Outcrop,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.94,2.06,,,,,,,,,,,,10.07,,16.82,,2.03,0.45,,N,
1095,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,10.34,3.37,Main,,,,,,,,,,,13.52,13.52,10.3,5.99,3.03,0.31,,N,
1096,LIK,XI,O4b-039,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,19.24,9.44,Main,,,,,,,,,,,65.31,65.31,65.75,65.75,21.85,94.47,Ret,N,
1097,LIK,XI,O4b-039,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,33.1,,27.48,,11.21,10.85,Ret,N,
1098,LIK,XI,O4b-039,,,Hornfels,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,22.04,,22.78,,6.05,9.68,,N,
1099,LIK,XI,O4b-039,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,5.61,2,Main,,,,,,,,,,,9.68,9.68,14.37,8.44,2.29,0.24,,N,
1100,LIK,XI,O4b-039,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.25,3.34,,,,,,,,,,,,15.54,,16.56,,3.73,1.8,,N,
1101,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,25.46,,34.25,,9.37,13.49,Ut,N,
1102,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,17.81,10.77,Main,,,,,,,,,,,63.21,63.21,42.78,42.78,13.71,66,Ret,N,
11,LIK,XV,O5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.97,1.09,Main,,,,,,,,,,,24.69,24.69,28.64,17.61,9.47,4.76,,N,
110,LIK,XV,O4a-057,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,13.89,4.18,Main,,,,,,,,,,,32.97,32.97,29.29,26.07,8.28,8.88,,N,
1103,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.19,3.6,Main,,,,,,,,,,,27.3,27.3,22,22,5.1,3.31,,N,
1104,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.09,1.61,Main,,,,,,,,,,,22.14,22.14,10.14,10.14,3.92,1.26,Ut,N,
1105,LIK,XI,O4b-039,,,Basalt,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,13.93,5.11,Main,,,,,,,,,,,28.23,28.23,20.13,19.77,4.42,4.31,,N,
1106,LIK,XI,O4b-039,,,Basalt,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,16.09,5.49,Main,,,,,,,,,,,28.77,28.77,17.58,12.48,5.36,2.68,Ut,N,
1107,LIK,XI,O4b-039,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,7.89,2.7,Main,,,,,,,,,,,30.14,30.14,23.02,17.96,8.28,6.83,,N,
1108,LIK,XI,O4b-039,,,Opaline/CCS,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,OVAL,NotPrepared,No,5.09,2.24,Main,,,,,,,,,,,34.57,34.57,21.58,21.58,4.4,4.91,,N,
1109,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,4,3,5,3,3,26.34,26.38,,23.38,,10.9,9.79,,N,
1110,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.06,5.12,Main,,,,,,,,,,,25.45,25.45,16.52,16.52,11.72,5.69,Ret,N,
1111,LIK,XI,O4b-039,,,Opaline/CCS,10-40%,Cobble,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,Bladelet,Cubic,0%,3,3,3,1,3,14.11,16.65,,11.8,,3.7,2.37,,N,
1112,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Core,,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,Bladelet,Spherical,0%,4,2,4,3,3,8.75,19.18,,9.23,,9.12,1.19,,N,
112,LIK,XV,O4a-057,,,Quartzite,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,27.78,,40.75,,11.98,12.86,,N,
1113,LIK,XI,O4b-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,6,,,,,,,,,7.89,8.94,7.84,5.14,4.43,3.26,1,,,,Indeterminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15,,9.27,,,4.78,0.68,Y,
1114,LIK,XI,O4b-039,,,Hornfels,10-40%,Cobble,Core,,Complete,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,Platform,Radial,Cubic,0%,4,3,5,3,2,18.55,23.62,0,19.68,0,18.17,9.19,,N,
1115,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Cubic,0%,4,3,4,4,5,21.62,44.43,,30.46,,21.42,36.8,,N,
1116,LIK,XI,O4b-039,,,Opaline/CCS,1-10%,Cobble,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Spherical,0%,8,4,6,3,4,34.46,36.26,,37.43,,22.42,46.86,,N,
1117,LIK,XI,O4b-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,17.77,8.48,Main,,,,,,,,,,,45.04,45.04,20.55,20.55,18.19,17.92,,N,
1118,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,18.86,3.89,Main,,,,,,,,,,,25.29,21.72,19.87,19.87,4.27,3.31,,N,
1119,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.62,1.31,Main,,,,,,,,,,,15.2,15.2,13.83,13.83,1.8,0.34,,N,
1120,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,10.09,1.43,,,,,,,,,,,,24.27,,12.43,,3.44,1.3,,N,
1121,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.44,3.47,Main,,,,,,,,,,,11.74,11.74,12.48,12.48,2.51,0.73,Ret,N,
1122,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.32,2.64,Main,,,,,,,,,,,11.31,11.31,15.81,15.81,2.1,0.46,,N,
113,LIK,XV,O4a-057,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.79,3.04,Main,,,,,,,,,,,17.6,13.84,17.8,13.22,2.19,0.87,,N,
1123,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,14.4,,6.93,,2.9,0.33,,N,
1124,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,7.72,3.47,Main,,,,,,,,,,,9.5,9.5,14.28,14.28,6.68,0.86,,N,
1125,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,6.83,3.87,Main,,,,,,,,,,,22.35,22.35,18.29,18.29,8.8,4.28,Ret,N,
1126,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.21,1.97,,,,,,,,,,,,12.28,,15.43,,4.55,0.89,,N,
1127,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,3.92,1.6,Main,,,,,,,,,,,15.9,15.9,13.55,13.55,2.27,0.47,,N,
1128,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.26,1,Main,,,,,,,,,,,10.4,8.89,10.87,9.34,1.45,0.17,,N,
1129,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.31,1.04,Main,,,,,,,,,,,10.58,10.58,6.65,6.65,1.49,0.15,,N,
\,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,NotPrepared,No,9.26,1.56,Main,,,,,,,,,,,6.7,6.7,14.48,14.48,1.29,0.13,,N,
1131,LIK,XI,M5c-039,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.64,3.41,,,,,,,,,,,,12.05,,16.71,,2.27,0.58,,N,
1132,LIK,XI,M5c-039,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,6.94,1.85,Main,,,,,,,,,,,18.15,14.59,9.9,7.64,2.61,0.44,,N,
114,LIK,XV,O4a-057,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,20.17,7.98,Main,,,,,,,,,,,12.17,12.17,22.55,22.55,5.21,1.45,,N,
1133,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.89,1.92,Main,,,,,,,,,,,14.72,14.72,8.68,8.68,1.28,0.24,,N,
1134,LIK,XI,M5c-039,,,Hornfels,0%,,Flake,Complete,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Hertzian,Feather,,0,0,0,0,0,0,0,0,0,0,0,RECTANGULAR,NotPrepared,No,4,0.87,Main,,,,,0,0,0,0,0,0,11.34,11.34,7.33,7.33,1.3,0.17,,N,
1135,LIK,XI,M5c-039,,,Hornfels,1-10%,Cobble,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,9.92,1.39,,,,,,,,,,,,8.22,,11.37,,2.09,0.16,,N,
1136,LIK,XI,M5c-039,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,12.62,,10.24,,2.53,0.35,,N,
1137,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.93,2.17,Main,,,,,,,,,,,17.9,17.9,13.47,13.47,1.97,0.87,,N,
1138,LIK,XI,M5c-039,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,1.82,0.94,Main,,,,,,,,,,,22.03,22.03,8.66,8.66,1.53,0.3,,N,
1139,LIK,XI,M5c-039,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.8,2.77,Main,,,,,,,,,,,14.32,14.32,5.53,5.53,1.3,0.16,,N,
1140,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,4.64,1.25,Main,,,,,,,,,,,9.77,9.77,9.29,9.29,1.63,0.2,,N,
1141,LIK,XI,M5c-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,11.9,4.3,Main,,,,,,,,,,,11.86,11.86,12.71,12.71,4.29,0.77,Ret; Possible end-scraper,N,
1142,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.09,3.08,Main,,,,,,,,,,,22.34,22.34,14.54,14.54,4.15,1.92,Ut,N,
115,LIK,XV,O4a-057,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Spherical,10-40%,4,3,3,3,4,13.82,39.12,,26.32,,16.61,31.76,,N,
1143,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.46,5.2,Main,,,,,,,,,,,34.42,34.42,23.82,23.82,10.53,9.77,,N,
1144,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.18,7.3,Main,,,,,,,,,,,46.73,46.73,21.53,21.53,12.57,15.41,,N,
1145,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.88,2.54,Main,,,,,,,,,,,31.89,31.89,14.52,14.52,10.23,6.29,Ret,N,
1146,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.75,6.34,,,,,,,,,,,,36.85,,19.27,,9.67,4.8,Ret,N,
1147,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,6.05,2.09,Main,,,,,,,,,,,18.98,18.98,25.2,19.66,2.19,1.47,,N,
1148,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,19.28,,16.93,,1.33,0.89,,N,
1149,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.34,5.55,Main,,,,,,,,,,,43.75,43.75,23.71,21.06,3.28,4.53,Ret,N,
1150,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,9.1,,28.5,,2.86,1.23,,N,
1151,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,3.3,0.84,Main,,,,,,,,,,,31.5,31.5,12.04,8.12,1.59,0.73,Ret,N,
1152,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,7.85,1.24,Main,,,,,,,,,,,18.15,14.95,24.84,17.54,1.26,0.78,,N,
116,LIK,XV,O5b-057,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,41.32,9.58,Main,,,,,,,,,,,24.96,24.96,54.53,54.53,10.24,16.49,,N,
1153,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,17.99,,20.98,,3.05,1,,N,
1154,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,TRAPEZOIDAL,ResidualFacetWithBulb,No,9.16,3.56,,,,,,,,,,,,14.83,,20.05,,2.76,0.97,,N,
1155,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,7.61,6.62,Main,,,,,,,,,,,24.5,24.5,9.01,9.01,7.11,2.47,,N,
1156,LIK,XI,O5B-039,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,8.99,2.98,Main,,,,,,,,,,,21.64,17.38,16.74,16.74,3.05,1.47,,N,
1157,LIK,XI,O5B-039,,,Opaline/CCS,40-60%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Crushed,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.74,4.21,Main,,,,,,,,,,,36.65,36.65,21.57,21.57,10.41,8.6,,N,
1158,LIK,XI,O5B-039,,,Opaline/CCS,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,6.57,3.78,Main,,,,,,,,,,,28.97,28.97,8.93,8.93,4.82,1.31,,N,
