ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO,
1662,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,10.93,,18.21,,4.82,1.74,,N,
167,LIK,XV,P5c-057,,,Opaline/CCS,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,21.49,7.13,Main,,,,,,,,,,,22.86,22.86,22.52,22.52,8.6,6.21,,N,
1663,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,9.88,,11.16,,0.96,0.2,Ut,N,
1664,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,2.65,0.47,Main,,,,,,,,,,,20.38,20.38,6.94,6.94,1.2,0.2,,N,
1665,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.64,5.62,Main,,,,,,,,,,,26.95,26.95,8.98,8.98,7.5,2.35,,N,
1666,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,9.86,5.42,Main,,,,,,,,,,,22.07,22.07,12.99,12.99,7.58,1.91,,N,
1667,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,6.21,1.49,Main,,,,,,,,,,,9.12,9.12,18.95,18.95,3.4,0.65,,N,
1668,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,OVAL,,,,,,,,,,,,,,,,16.5,,20.42,,3.52,1.2,,N,
1669,LIK,VII,O5b-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.27,1.09,Main,,,,,,,,,,,23.72,23.72,11.99,11.99,1.79,0.66,,N,
1670,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.49,2.01,Main,,,,,,,,,,,11.92,11.91,19.73,14.2,3.01,0.81,,N,
1671,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.13,2.63,Main,,,,,,,,,,,10.88,10.88,12.77,10.38,2.06,0.34,,N,
1672,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Bipolar,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.45,2.39,Main,,,,,,,,,,,16.76,16.76,11.65,11.65,3.84,1.36,,N,
168,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.14,3.24,Main,,,,,,,,,,,26.33,26.33,12.79,12.79,4.89,2.46,,N,
1673,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,8.29,2.3,Main,,,,,,,,,,,25.35,17.09,23.23,15.96,3.97,1.68,,N,
1674,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.7,4.31,Main,,,,,,,,,,,22.12,22.12,14.23,14.23,4.86,2.06,Ut,N,
1675,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,8.62,3.79,Main,,,,,,,,,,,18.63,18.63,24.85,24.85,6.02,2.66,Ut,N,
1676,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,19.5,,27.85,,9.19,8.04,Ret; Ut,N,
1677,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.8,,20.11,,2.54,0.81,,N,
1778,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,20.34,17.03,Main,,,,,,,,,,,18.15,18.15,29.59,23.62,13,8.75,Ut,N,
1678,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.49,3.17,Main,,,,,,,,,,,18.39,18.39,17.36,17.36,2.62,0.98,,N,
1679,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,16.34,3.78,Main,,,,,,,,,,,15.49,14.09,18.44,18.44,2.9,1.09,,N,
1680,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,13.34,,14.41,,6.29,1.13,,N,
1681,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.38,2.93,Main,,,,,,,,,,,18.12,18.12,14.9,11.62,6.51,1.51,,N,
169,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.94,3.72,Main,,,,,,,,,,,14.22,14.22,11.61,11.61,2.89,0.54,,N,
1682,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.65,2.87,Main,,,,,,,,,,,20.01,20.01,12.14,12.14,4.12,1.14,Ut,N,
1683,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.85,2.28,Main,,,,,,,,,,,22.95,22.95,13.26,10.51,3.49,1.1,,N,
1684,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.06,3.7,Main,,,,,,,,,,,11.57,10.83,10.54,8.5,3.18,0.35,,N,
1685,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.83,,9.72,,2.75,0.39,Ut,N,
1686,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,11.09,4.37,Main,,,,,,,,,,,11.05,11.05,12.32,9.54,4.08,0.52,,N,
1687,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.1,2.07,Main,,,,,,,,,,,17.37,17.37,11.02,11.02,1.66,0.32,,N,
1688,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.29,2.74,Main,,,,,,,,,,,11.93,11.93,4.25,3.63,3.65,0.27,,N,
1689,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.67,2.03,Main,,,,,,,,,,,18.36,15.59,8.45,8.45,3.19,0.71,Ut,N,
1690,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.91,1.09,Main,,,,,,,,,,,17.01,17.01,8.96,8.96,1.75,0.25,,N,
1691,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.63,4.71,Main,,,,,,,,,,,18.5,18.5,11.79,9.81,5.43,1.36,,N,
170,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.22,0.7,Main,,,,,,,,,,,9.08,9.08,10.69,10.69,1.27,0.16,,N,
1692,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.54,1.55,Main,,,,,,,,,,,13.92,13.92,8.66,8.66,2.49,0.39,Ut,N,
1693,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,12.36,12.36,12.58,12.58,1.8,0.34,,N,
1694,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.68,7,Main,,,,,,,,,,,11.24,11.24,9.35,9.35,5.81,0.55,,N,
1695,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.16,0.97,Main,,,,,,,,,,,15.12,15.12,3.31,3.31,1.29,0.09,,N,
1696,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,14.27,2.27,Main,,,,,,,,,,,6.79,6.79,15.79,11.75,1.73,0.25,,N,
1697,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,10.42,1.42,Main,,,,,,,,,,,11.42,11.42,12,10.11,1.49,0.21,Ut,N,
1698,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.7,1.31,,,,,,,,,,,,8.86,,11.19,,1,0.12,,N,
1699,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,19.83,,6.36,,0.66,0.13,,N,
1700,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,6.56,2.74,Main,,,,,,,,,,,9.28,9.28,12.18,12.18,2.23,0.24,,N,
1701,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.31,1.53,Main,,,,,,,,,,,9.5,9.5,10.41,10.41,2.23,0.21,,N,
17,LIK,XV,O5c-057,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,17.48,6.09,Main,,,,,,,,,,,14.14,14.14,17.18,13.78,5.2,1.35,,N,
171,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.09,1.96,Main,,,,,,,,,,,18.82,18.82,13.45,9.95,2.43,0.7,,N,
1702,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.75,2.6,Main,,,,,,,,,,,9.76,9.76,10.1,10.1,2.5,0.25,,N,
1703,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.54,2.86,Main,,,,,,,,,,,14.95,14.95,5.06,5.06,2.97,0.29,,N,
1704,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.31,1.37,Main,,,,,,,,,,,15.63,9.66,11.88,8.21,2.88,0.28,Ut,N,
1705,LIK,VII,M3d-031,,,Opaline/CCS,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.66,1.85,Main,,,,,,,,,,,9.65,9.65,10.34,10.34,1.91,0.3,,N,
1706,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.82,0.82,Main,,,,,,,,,,,13.91,13.91,3.43,3.43,2.25,0.16,,N,
1707,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,8.64,3.33,Main,,,,,,,,,,,8.93,5.55,11.88,6.79,2.01,0.12,,N,
1708,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.35,0.54,Main,,,,,,,,,,,12.98,12.98,7.11,6.39,1.2,0.1,,N,
1709,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,6.68,,10.99,,2.54,0.2,,N,
1710,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.5,0.7,Main,,,,,,,,,,,12.92,12.92,5.29,5.29,0.75,0.05,,N,
1711,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,12.68,4.16,Main,,,,,,,,,,,20.1,17.25,19.18,16.79,4.91,1.84,,N,
172,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,13.82,4.61,Main,,,,,,,,,,,15.61,15.61,19.95,15.11,3.17,1.14,,N,
1712,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.26,1.97,Main,,,,,,,,,,,19.37,19.37,10.61,8.11,5.46,0.69,,N,
1713,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,4.38,1.43,Main,,,,,,,,,,,27.97,27.97,10.66,9.12,2.3,0.75,Ut,N,
1714,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,9.52,6.68,Main,,,,,,,,,,,20.43,20.43,23.16,20.14,10.84,5.45,Ut,N,
1715,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.76,2.73,Main,,,,,,,,,,,24.8,24.8,12.61,12.61,5.57,1.54,Ut,N,
1716,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,OVAL,NotPrepared,No,9.83,4.19,Main,,,,,,,,,,,34.94,29.02,26.8,26.8,7.39,6.46,,N,
1717,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.49,2.44,,,,,,,,,,,,29.87,,24.4,,4.12,3.63,Ut,N,
1718,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,5.06,1.97,Main,,,,,,,,,,,17.22,17.22,14.44,13.33,3.44,0.91,,N,
1719,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,8.29,1.34,Main,,,,,,,,,,,7.11,7.11,10.37,10.37,1.66,0.09,,N,
1720,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,8.37,,15.39,,3.01,0.42,,N,
1721,LIK,VII,M3d-031,,,Hornfels,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,17.59,8.82,Main,,,,,,,,,,,10.97,8.58,21.2,21.2,5.62,2.53,,N,
173,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,3.56,0.41,Main,,,,,,,,,,,11.42,11.42,10.64,6.99,1.71,0.19,,N,
1722,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.98,,16.07,,3.25,0.9,,N,
1723,LIK,VII,M3d-031,,,Hornfels,10-40%,Cobble,Flake,Complete,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Hertzian,Feather,,0,0,0,0,0,0,0,0,0,0,0,RHOMBUS,NotPrepared,No,5.61,3.26,Main,,,,,0,0,0,0,0,0,21.39,21.39,17.71,14.03,5.06,1.55,,N,
1724,LIK,VII,M3d-031,,,Hornfels,1-10%,Cobble,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Overshot,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.33,,10.73,,2.66,0.4,,N,
1726,LIK,VII,M3d-031,,,Hornfels,40-60%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,10.99,2.44,Main,,,,,,,,,,,11.14,11.14,20.72,20.72,3.29,0.88,,N,
1727,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.96,5.4,Main,,,,,,,,,,,11.26,11.26,9.28,9.28,5.01,0.5,,N,
1728,LIK,VII,M3d-031,,,Hornfels,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.63,4.93,Main,,,,,,,,,,,15.36,15.36,6.46,6.46,3.69,0.43,,N,
1729,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,NotPrepared,No,2.81,1.15,Main,,,,,,,,,,,9.99,9.99,12.57,8.31,1.42,0.21,,N,
1730,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,NotPrepared,No,4.96,3,Main,,,,,,,,,,,13.65,13.65,9.02,7.93,2.73,0.42,,N,
1731,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,8.92,,14.32,,1.55,0.17,,N,
1732,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,5.55,2.15,Main,,,,,,,,,,,9.21,9.21,11.35,8.88,2.16,0.19,,N,
174,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.43,3.1,Main,,,,,,,,,,,17.99,17.99,12.98,12.98,3.57,0.95,,N,
1733,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.81,1.1,,,,,,,,,,,,6.02,,14.57,,0.97,0.11,,N,
1734,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,9.02,3.38,Main,,,,,,,,,,,10.12,10.12,10.47,8.91,2.78,0.25,,N,
1735,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,3.03,1.98,,,,,,,,,,,,11.22,,13.87,,3,0.52,,N,
1736,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,6.84,1.27,Main,,,,,,,,,,,10.5,10.5,12.15,12.15,1.43,0.18,,N,
1737,LIK,VII,M3d-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,11.01,2.2,Main,,,,,,,,,,,8.35,8.35,13.92,11.3,1.51,0.25,,N,
1738,LIK,VII,M3d-031,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,5,3,2,5,6,12.74,24.48,,23.7,,17.33,11.62,,N,
1739,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,24.24,9.24,,,,,,,,,,,,18.65,,25.68,,14.38,6.88,,N,
1740,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.7,5.22,Main,,,,,,,,,,,23.02,23.02,22.28,22.28,5.85,3.5,Ut,N,
