"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"2797","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod2.15 - STRAT_mod2.88)","Opaline/CCS",-0.0383093545480424,-0.0881114208169351,0.0100195210148208
"2798","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod2.15 - STRAT_mod3.37)","Opaline/CCS",-0.0154541002072568,-0.0646095101837787,0.0316578059047061
"2799","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod2.88 - STRAT_mod3.37)","Opaline/CCS",0.0109581308324782,-0.0257308709552473,0.0458136465039423
"2800","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.3 - STRAT_mod2.15)","Opaline/CCS",0.0141066438139399,-0.0291102298960904,0.0523260321562238
"2801","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.3 - STRAT_mod2.88)","Opaline/CCS",-0.0122716237428664,-0.0352034986640932,0.0114080577637532
"2802","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.3 - STRAT_mod3.37)","Opaline/CCS",0.0104868245622778,-0.0133393056909337,0.0305695806462851
"2803","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.82 - STRAT_mod1.08)","Opaline/CCS",0.0855001543982961,0.0499818951391977,0.120115148856693
"2804","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.82 - STRAT_mod1.44)","Opaline/CCS",0.0372244313970356,0.0101461520671187,0.0646519556279634
"2805","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.82 - STRAT_mod2.15)","Opaline/CCS",0.0514351381367852,0.00189627327403219,0.0990286822562818
"2806","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.82 - STRAT_mod2.88)","Opaline/CCS",0.024882948101342,-0.0114411293431407,0.0608981120572096
"2807","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod0.82 - STRAT_mod3.37)","Opaline/CCS",0.0477768630707185,0.0118203821468823,0.0819513034569264
"2808","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod1.08 - STRAT_mod1.44)","Opaline/CCS",-0.0115876207328465,-0.0390917270037843,0.0163698784330863
"2809","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod1.08 - STRAT_mod2.15)","Opaline/CCS",0.0020228039350183,-0.0465125941306432,0.0504577630789202
"2810","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod1.08 - STRAT_mod2.88)","Opaline/CCS",-0.0241317841452189,-0.0591200883653755,0.0127215721125493
"2811","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod1.08 - STRAT_mod3.37)","Opaline/CCS",-0.00131117399839309,-0.0376339912734545,0.033009864174534
"2812","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod1.44 - STRAT_mod2.15)","Opaline/CCS",0.0504562346026356,-0.00367395325415965,0.10503492032628
"2813","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod1.44 - STRAT_mod2.88)","Opaline/CCS",0.0246980560252548,-0.0204673518107348,0.0659778102122193
"2814","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod1.44 - STRAT_mod3.37)","Opaline/CCS",0.0471355216501705,0.00318838715917558,0.0876005085519473
