"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"1599","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.01 - STRAT_mod3.37)","Opaline/CCS",-0.155628249731947,-0.229253928263257,-0.0808892673314447
"1600","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod0.1)","Opaline/CCS",-0.118956589662453,-0.325798017670298,0.0823769588744182
"1601","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod0.2)","Opaline/CCS",-0.0536323983392649,-0.238339338428287,0.119013128229621
"1602","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod0.3)","Opaline/CCS",-0.17442038563236,-0.368852978677049,0.0245452721250715
"1603","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod0.82)","Opaline/CCS",-0.115628672934159,-0.307651572615667,0.0743753560948175
"1604","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod1.08)","Opaline/CCS",-0.132344596474076,-0.316164263643107,0.0680600645399557
"1605","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod1.44)","Opaline/CCS",-0.131556442384811,-0.318324752438781,0.0654038187701975
"1606","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod2.15)","Opaline/CCS",-0.262700451930914,-0.476379614979531,-0.0513427236039807
"1607","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod2.88)","Opaline/CCS",-0.272851110689105,-0.457556317356695,-0.0712272432802368
"1608","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.09 - STRAT_mod3.37)","Opaline/CCS",-0.20852529315142,-0.393660612709186,-0.0111841597937296
"1609","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod0.2)","Opaline/CCS",-0.0232854752595749,-0.174761232327404,0.130098594735432
"1610","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod0.3)","Opaline/CCS",-0.143899639921744,-0.31679179952385,0.0373488539003439
"1611","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod0.82)","Opaline/CCS",-0.0873578864682102,-0.251796101185108,0.0888078665324956
"1612","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod1.08)","Opaline/CCS",-0.102623387579996,-0.264796857465036,0.0701512426805582
"1613","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod1.44)","Opaline/CCS",-0.101662416228019,-0.269659637848118,0.0703738817730425
"1614","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod2.15)","Opaline/CCS",-0.233685164945109,-0.418245636675363,-0.0360273949127424
